annotation_id	assembly_accession	species	lineage	busco_count	complete	single	duplicated	fragmented	missing	Well_annotated	Upstream	Downstream	Skipped	Out_of_frame
157f7e7338dc8753f5d37fb28c93cdd2	GCA_902686455.2	Sciurus_vulgaris	eukaryota_odb12	129	96.1	89.1	7.0	2.3	1.6	0	1	6	8	0	
0e85629e758d079b396520c2faad71ff	GCA_910591585.2	Nysson_spinosus	eukaryota_odb12	129	98.4	97.7	0.8	0.8	0.8	0	0	1	1	0	
12fe19c440c7569118e8d5a653f2390d	GCF_964355755.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.0	0.8	13	0	2	0	0	
0ccd65a26cc6a2aa29e7438e1b1ca9c5	GCA_019097595.1	NA	eukaryota_odb12	129	96.1	95.3	0.8	1.6	2.3	0	0	14	11	2	
11754821318bf46cec6b2a6ce83581a5	GCA_000220395.1	NA	eukaryota_odb12	129	11.6	11.6	0.0	27.9	60.5	0	0	0	1	0	
158f447bc5a78226a2ebc00f6b3558d0	GCA_000151665.1	NA	eukaryota_odb12	129	49.6	45.0	4.7	23.3	27.1	0	0	1	0	2	
037b1f1e86e1b291a310e18eac121952	GCA_003730215.1	NA	eukaryota_odb12	129	52.7	51.9	0.8	15.5	31.8	0	0	0	1	1	
08825e9805bb919e2df6a8dfeb9ab144	GCA_031468815.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8	22	0	0	1	2	
118493704dc3892f72a5ae34e7b0d825	GCA_963681825.1	NA	eukaryota_odb12	129	93.8	93.0	0.8	3.9	2.3	0	0	1	1	1	
08828653f8b7ec06c6d78626b25fcfe6	GCA_964199565.1	NA	eukaryota_odb12	129	70.5	69.8	0.8	6.2	23.3	0	0	12	5	1	
11899ce8e581b4c7a31d53ded3db6e70	GCA_041200155.1	NA	eukaryota_odb12	129	90.7	89.9	0.8	7.8	1.6	0	4	9	8	0	
159e338b063a1184625b1e4518009899	GCA_949782905.1	NA	eukaryota_odb12	129	99.2	95.3	3.9	0.0	0.8	0	0	7	5	1	
0ce0dbef62feccebeccbb9192977f75c	GCA_042077025.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	
1194534d0bb24daa8d7afae3c49c89a0	GCA_905332185.1	NA	eukaryota_odb12	129	85.3	77.5	7.8	14.0	0.8	0	0	11	6	2	
15a32e625bd43ec13804c212b8889ab7	GCA_010082375.1	Eudyptes_moseleyi	eukaryota_odb12	129	90.7	90.7	0.0	7.0	2.3	0	10	6	6	3	
0ce857216e41facb8d62cc7542b8118a	GCF_000695195.1	NA	eukaryota_odb12	129	71.3	71.3	0.0	25.6	3.1	7	0	1	0	2	
09d7167eaa5611d2f7626e8cfb129675	GCA_007210705.1	NA	eukaryota_odb12	129	85.3	85.3	0.0	7.0	7.8	0	0	8	6	1	
0e90ae73afd05c6e57d1b3fe50f63352	GCA_042076445.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	
03a02d49b7a259ab9aa4031b7da447bc	GCF_015732765.1	NA	eukaryota_odb12	129	93.8	92.2	1.6	1.6	4.7	2	0	0	0	0	
119b9a33e410ed5e05dfb1f86b9b381c	GCF_018143015.1	NA	eukaryota_odb12	129	100.0	78.3	21.7	0.0	0.0	16	0	2	0	0	
08932d22a798f7425f4ac7308d6b98be	GCA_054883415.1	NA	eukaryota_odb12	129	82.2	78.3	3.9	6.2	11.6	0	0	1	0	0	
0cfb74797a4da143b604e03e1139f98d	GCA_964186655.1	Bombus_lapidarius	eukaryota_odb12	129	96.9	96.1	0.8	1.6	1.6	0	0	1	1	0	
11a687c69a4ba94993aeab5c61ca4d83	GCA_964017045.1	Omphiscola_glabra	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0	0	2	11	4	1	
15b784e25b0430812d6063ddfb4d01d1	GCA_936450465.1	Gibbula_magus	eukaryota_odb12	129	79.1	79.1	0.0	16.3	4.7	0	0	17	5	1	
0899aa0897c5c048295ce948bc68159b	GCA_017311375.1	Mytilus_coruscus	eukaryota_odb12	129	87.6	84.5	3.1	8.5	3.9	0	3	7	7	0	
15ba785fbf13963f94e936733d1da35b	GCA_911387935.1	Dolichovespula_saxonica	eukaryota_odb12	129	98.4	96.9	1.6	0.8	0.8	0	0	1	2	0	
03d883432b0ceb835d3224fc325b1528	GCA_963924295.1	Dioctria_rufipes	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	0	0	2	1	0	
11bcac50539e88708cf158a6532bdc0e	GCA_964199625.1	NA	eukaryota_odb12	129	66.7	65.1	1.6	6.2	27.1	0	0	10	5	2	
15be388a2edba3cb391f8d12b6668eda	GCA_002571385.2	Stylophora_pistillata	eukaryota_odb12	129	83.7	0.0	83.7	13.2	3.1	0	2	26	12	0	
08b3b6e5d04db346de592314a53e94fa	GCF_949987685.1	NA	eukaryota_odb12	129	98.4	96.1	2.3	0.8	0.8	36	0	2	0	0	
0d2ffa91eda8d79161f0f6e778439e5e	GCA_936449025.2	Sarcophaga_subvicina	eukaryota_odb12	129	94.6	93.8	0.8	3.1	2.3	0	0	0	1	0	
11bdbabf9df3e7c82f1eb38f6183b871	GCA_963971175.1	Lasioglossum_calceatum	eukaryota_odb12	129	97.7	93.8	3.9	1.6	0.8	0	0	2	1	0	
08bf35286fdd11803e6abc8087310266	GCA_951812925.1	Calliopum_simillimum	eukaryota_odb12	129	93.0	88.4	4.7	7.0	0.0	0	1	1	1	0	
15cc052342fc5a764d64302696758a5b	GCA_001447565.2	NA	eukaryota_odb12	129	89.9	87.6	2.3	3.1	7.0	0	1	3	3	0	
03f6ce545dcfcccf2077f7cd1c22d06e	GCF_040894005.1	NA	eukaryota_odb12	129	96.1	95.3	0.8	0.8	3.1	17	0	0	0	0	
11c2b0cb019799da658824e299bb3377	GCA_038501625.1	Corbicula_japonica	eukaryota_odb12	129	89.9	88.4	1.6	7.8	2.3	0	4	17	16	0	
15cdc32ec9e770193de62726f28c6aa4	GCA_001654015.2	NA	eukaryota_odb12	129	92.2	91.5	0.8	3.9	3.9	0	0	1	0	0	
099d0575b1e6ec38c99147b4521498fb	GCA_024244205.1	NA	eukaryota_odb12	129	93.8	93.0	0.8	2.3	3.9	0	0	6	8	0	
0053b46394d04bc14d8ed1c68f2f9b89	GCF_014898765.1	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	23	3	0	2	3	
0531998249ca0998b45f9e1a500623cc	GCF_030028045.1	NA	eukaryota_odb12	129	99.2	90.7	8.5	0.8	0.0	25	8	0	0	0	
0e9407b2cb63854c40fc7643acf40fce	GCF_000764305.2	NA	eukaryota_odb12	129	91.5	90.7	0.8	4.7	3.9	17	0	7	0	0	
03f91f49fb38ccd7ffc9102dfdae286e	GCA_965183895.1	Pyrrhula_murina	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	0	5	6	12	4	
0d3ef6749a6c6fcfc754293cde92f1a3	GCF_047663935.1	NA	eukaryota_odb12	129	100.0	98.4	1.6	0.0	0.0	3	0	0	0	0	
03fed51c6b4ee8de94fa20aa5afd32b5	GCA_013401335.1	NA	eukaryota_odb12	129	76.7	76.7	0.0	13.2	10.1	1	1	9	1	2	
0d4705dee08eb4d75ceedb2abe18002f	GCF_007399415.2	NA	eukaryota_odb12	129	98.4	94.6	3.9	1.6	0.0	26	0	0	0	1	
040156ef9fc87b3f6c2fd187ef7d162b	GCA_018469955.2	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
08d3237913cc7b4fd2fe6289e37297ca	GCA_975301885.1	NA	eukaryota_odb12	129	94.6	94.6	0.0	0.8	4.7	0	0	1	1	0	
0d4cc02b5ec32dd91aae1a6d10b1f31d	GCA_013399415.1	NA	eukaryota_odb12	129	67.4	67.4	0.0	21.7	10.9	2	2	8	0	1	
11d08b134e2ebe11ab05687fec5f4b8b	GCF_012393455.1	NA	eukaryota_odb12	129	98.4	93.8	4.7	1.6	0.0	27	4	0	0	1	
15def19ad4533cfeaff6bd71d54b2952	GCF_001640805.2	NA	eukaryota_odb12	129	100.0	96.9	3.1	0.0	0.0	37	0	1	0	0	
0401a6bd826ea0085c5569b2ac77adab	GCF_045843805.1	NA	eukaryota_odb12	129	98.4	96.9	1.6	0.8	0.8	21	0	0	0	1	
08dc47bc1f7da94c05977a0aa1a725f5	GCA_044164705.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
11d6166492f345268238c56d3b543f13	GCA_920104105.1	Eupeodes_latifasciatus	eukaryota_odb12	129	96.9	96.1	0.8	0.8	2.3	0	0	1	1	0	
04031ca1fee8b3e94159638619ea8964	GCA_047456655.1	NA	eukaryota_odb12	129	96.1	92.2	3.9	3.9	0.0	0	0	0	4	0	
11dedd6b61f704e2d811db82ff4ab0ea	GCA_014825975.1	Bombus_haemorrhoidalis	eukaryota_odb12	129	95.3	94.6	0.8	3.1	1.6	0	0	1	2	0	
0403fc6dbea37371021cd8365fd1bf59	GCA_044167285.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	91	33	7	4	12	
08df740bf0c0f09672339ef3449be635	GCA_026419775.2	NA	eukaryota_odb12	129	86.8	79.8	7.0	7.0	6.2	0	0	0	0	1	
11e12954113af88512e8eecb477d4646	GCA_964166675.1	Cepaea_nemoralis	eukaryota_odb12	129	96.1	88.4	7.8	3.9	0.0	0	3	11	3	0	
15f9c0bb9aa4c39b8508d21c9f78c3a2	GCA_943737965.1	NA	eukaryota_odb12	129	90.7	88.4	2.3	4.7	4.7	0	5	2	9	0	
0403fc7ac8b66fdb8decbee18ed345fb	GCA_023678865.1	NA	eukaryota_odb12	129	96.1	93.0	3.1	1.6	2.3	0	0	0	1	0	
08e21cf88c508af254389e078d8adfc0	GCA_963667235.1	Nomada_lathburiana	eukaryota_odb12	129	99.2	96.9	2.3	0.0	0.8	0	0	2	0	0	
15fcb7e37cd6a291fb23b94eed590fe3	GCA_028023285.1	Balaenoptera_ricei	eukaryota_odb12	129	100.0	97.7	2.3	0.0	0.0	0	1	5	11	2	
15ffad539c100db81d387a507fd77d75	GCA_000349145.1	Anopheles_dirus	eukaryota_odb12	129	94.6	94.6	0.0	3.1	2.3	0	0	0	1	1	
130c8e2c7482017a25a7caf5303ff2ea	GCA_015227675.2	Rattus_norvegicus	eukaryota_odb12	129	99.2	95.3	3.9	0.0	0.8	15	1	2	2	0	
0408c370a5807f406ad3691abaeb026c	GCA_945910035.1	Brachypalpus_laphriformis	eukaryota_odb12	129	100.0	96.9	3.1	0.0	0.0	0	0	2	1	0	
11e6046366171b1c3beb21db5e6066a1	GCA_055048815.1	NA	eukaryota_odb12	129	91.5	89.9	1.6	3.1	5.4	0	0	3	2	0	
16081a415b76f0f9e7dc6750096e7329	GCA_042028705.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
040c25480c39234641e2115f0a7b9925	GCA_021223985.1	NA	eukaryota_odb12	129	95.3	93.8	1.6	0.8	3.9	0	0	1	0	0	
08ec2c63f482958dbafd062aad002036	GCA_000258005.2	NA	eukaryota_odb12	129	72.9	72.1	0.8	9.3	17.8	0	2	1	1	0	
0d72a872add5cae49ef05365d41fcf5b	GCA_002269645.1	NA	eukaryota_odb12	129	94.6	6.2	88.4	3.1	2.3	0	0	18	0	0	
08f189c38b65c01a29084f9cd4a88225	GCA_964036295.1	Plumapathes_pennacea	eukaryota_odb12	129	96.1	95.3	0.8	3.1	0.8	0	1	13	16	0	
0d7390595c2cfdbb949e471645e4996c	GCA_018471535.2	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
0411d958ea5392056e6c396521c8c395	GCA_932526615.1	Bombylius_major	eukaryota_odb12	129	89.9	88.4	1.6	3.9	6.2	0	0	0	1	0	
08f588a5afb1175c1d67a7a7a67747c3	GCF_032445375.1	NA	eukaryota_odb12	129	98.4	97.7	0.8	0.8	0.8	1	0	2	0	0	
04161586445862fbccc72dc17110bcb2	GCA_046000055.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	
08f6a59cf3cea78a90fdfe52e2cb6530	GCA_000002445.1	NA	eukaryota_odb12	129	55.0	54.3	0.8	15.5	29.5	0	0	1	0	0	
0d829167f4890824a197f3903ee7fbef	GCF_964374335.1	NA	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0	44	0	2	0	0	
1619d5562f66031f5c34f10699b3f163	GCA_013397755.1	NA	eukaryota_odb12	129	84.5	82.9	1.6	8.5	7.0	3	2	10	0	1	
041a20a466eb971e08cda55a56445ea9	GCA_016700215.2	Gallus_gallus	eukaryota_odb12	129	97.7	97.7	0.0	0.8	1.6	8	8	2	18	0	
08f91020c6fefa34ee49156881775048	GCA_004786185.1	NA	eukaryota_odb12	129	93.0	92.2	0.8	1.6	5.4	0	1	7	7	1	
162682cca23f2814ba2250e0b85ee0c7	GCA_008369825.1	NA	eukaryota_odb12	129	92.2	91.5	0.8	7.0	0.8	0	1	13	4	0	
09019f27562370ae126918bdb6ba0e2d	GCA_008373055.1	NA	eukaryota_odb12	129	36.4	36.4	0.0	36.4	27.1	0	0	6	1	0	
0d8a65fd20e4e8f6ac0904c17244a845	GCA_016984175.1	NA	eukaryota_odb12	129	87.6	87.6	0.0	7.0	5.4	0	3	8	6	1	
1204a0ced02881a5a978bb34e63d470a	GCA_905338405.1	NA	eukaryota_odb12	129	82.9	78.3	4.7	8.5	8.5	0	1	8	3	4	
042997249b369d42c3e1026533e6740f	GCF_030179905.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.0	1.6	2	0	0	0	0	
0d8d02f7236e0e1f7b24e8680095b153	GCF_022355385.1	NA	eukaryota_odb12	129	100.0	93.8	6.2	0.0	0.0	21	2	0	2	1	
053bcf35c79d6c94343f50a08a9e8d3d	GCA_000344595.1	NA	eukaryota_odb12	129	60.5	60.5	0.0	27.1	12.4	0	2	3	7	0	
09ecd9de72220fd0b43c8e5d5f7b268a	GCF_014851395.1	NA	eukaryota_odb12	129	97.7	86.0	11.6	1.6	0.8	45	0	1	0	1	
1634907b73713d108e707ce213fb1d40	GCF_037126465.1	NA	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0	8	0	5	0	0	
090ff4cccfb794b75561bf7789c04799	GCF_965140285.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	24	0	0	1	2	
0d9709d62cfc16d9fd3b18b0358e7725	GCA_013397315.1	NA	eukaryota_odb12	129	81.4	80.6	0.8	11.6	7.0	1	2	9	0	2	
121bafff6de06385cca006318c48f34a	GCF_000239435.1	NA	eukaryota_odb12	129	94.6	87.6	7.0	1.6	3.9	3	0	1	0	0	
121e119db49699b8d0f84b599702e1aa	GCA_948144175.1	NA	eukaryota_odb12	129	79.1	42.6	36.4	18.6	2.3	0	1	0	0	0	
165a946d337d598659f86f2c95438b0d	GCA_964017195.1	Siderastrea_radians	eukaryota_odb12	129	93.8	93.0	0.8	3.1	3.1	0	2	11	16	0	
121ee4f258552b16599c8022641c3002	GCA_046255245.1	NA	eukaryota_odb12	129	15.5	14.7	0.8	20.9	63.6	0	0	0	5	1	
0da69787aec9b62a6b374575ed91aaaf	GCA_905250065.1	NA	eukaryota_odb12	129	96.1	86.8	9.3	3.9	0.0	0	0	7	10	0	
0db48ad1f24f0d69cf7fa74dce2268aa	GCA_937641085.1	Thecophora_atra	eukaryota_odb12	129	83.7	82.9	0.8	3.9	12.4	0	0	0	1	0	
122bf67df4857e86195bd55d461da75c	GCA_963681355.1	NA	eukaryota_odb12	129	93.0	92.2	0.8	4.7	2.3	0	0	1	1	1	
09f2df1d2df8a720cf28cf0ec04c7658	GCA_030522465.2	NA	eukaryota_odb12	129	74.4	72.9	1.6	17.1	8.5	0	1	3	6	2	
168cf531e1636f3c0bfaac362bd9d4e5	GCA_013634535.1	NA	eukaryota_odb12	129	82.9	82.2	0.8	15.5	1.6	0	5	3	10	1	
1236dbc1b87fe08a6539cad9678e460f	GCA_028583565.1	NA	eukaryota_odb12	129	95.3	92.2	3.1	2.3	2.3	0	4	5	7	1	
1698a023b82b59fce218b292bc875ef0	GCF_900964775.1	NA	eukaryota_odb12	129	100.0	98.4	1.6	0.0	0.0	28	2	1	1	0	
0479f32e0100c15092ebdea97af18941	GCF_022682495.2	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	21	1	0	0	0	
0942f7b940f008d04717da956515b589	GCF_000949405.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0	1	0	0	0	0	
0dc9969ed45e647e63748e52834be609	GCF_036850995.1	NA	eukaryota_odb12	129	99.2	95.3	3.9	0.8	0.0	20	2	0	0	1	
0487c097da7cdf728b912e5e8ed4be65	GCA_965112245.2	Peltodoris_atromaculata	eukaryota_odb12	129	88.4	88.4	0.0	8.5	3.1	0	2	7	10	0	
0dd642e0c6d2b553e1ce200441743937	GCF_002117355.1	NA	eukaryota_odb12	129	91.5	90.7	0.8	7.0	1.6	0	0	0	1	0	
1243e3361097a0f05fb86c305b4e6519	GCF_038088225.1	NA	eukaryota_odb12	129	97.7	97.7	0.0	0.0	2.3	25	0	0	0	0	
16a8f3abb51b4b04615fabd5c8242f26	GCF_964195595.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	29	1	1	0	0	
0dd7bb6b50c20962fbb0f42ee598ee9e	GCF_051311805.1	NA	eukaryota_odb12	129	97.7	96.9	0.8	1.6	0.8	28	0	0	0	0	
0498b1ec6c43f31c3f79a4a7f6e3d599	GCA_000149795.1	NA	eukaryota_odb12	129	38.0	38.0	0.0	12.4	49.6	0	0	0	1	0	
095345610e2ef58e20840d2a511c929e	GCA_001263275.1	NA	eukaryota_odb12	129	94.6	93.8	0.8	4.7	0.8	0	0	1	0	0	
0953823bbb18d127b9fb8c5b1d6e8a15	GCF_018350155.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	29	5	0	1	3	
0df2d02e99324dcea39600cf065ce70c	GCF_036321145.2	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.0	1.6	35	1	0	1	0	
12679497062d98b25a51083078043c54	GCA_977011185.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.0	0.8	0	0	8	12	0	
049b72065e14d5c085a4c08fdf8874f0	GCF_029633855.1	NA	eukaryota_odb12	129	96.1	86.0	10.1	0.0	3.9	35	0	2	0	0	
049fbe521f362946e011e617c99367dc	GCA_944452685.1	Tachina_lurida	eukaryota_odb12	129	94.6	94.6	0.0	2.3	3.1	0	0	1	1	0	
095abc887f1ab25ee28c515174f2d8e9	GCA_010108815.2	NA	eukaryota_odb12	129	17.1	16.3	0.8	27.9	55.0	0	0	1	0	0	
0dfb0df879bd3a491f086de82982cdfc	GCA_000711695.1	NA	eukaryota_odb12	129	92.2	91.5	0.8	5.4	2.3	0	0	0	0	1	
16b159135c902acad21cbb494786934b	GCA_009761245.1	Sapajus_apella	eukaryota_odb12	129	96.9	93.0	3.9	1.6	1.6	2	6	2	12	2	
1277981b632c4534229525f4d8465c17	GCA_042985785.1	NA	eukaryota_odb12	129	62.0	61.2	0.8	29.5	8.5	0	2	4	6	0	
16b554e7df347a22fc9ebb43ae36eb4a	GCF_000299155.1	NA	eukaryota_odb12	129	96.1	89.9	6.2	2.3	1.6	15	0	0	0	1	
04af3cfd43f445d4ddbf6e622f0625ca	GCA_025594305.2	NA	eukaryota_odb12	129	63.6	63.6	0.0	15.5	20.9	0	1	1	1	0	
04b43a589b6608796a618655e842915d	GCA_004027065.2	Hippopotamus_amphibius	eukaryota_odb12	129	97.7	93.0	4.7	1.6	0.8	0	2	7	12	2	
128d6c775bdd23cdb379d6e9273b34be	GCA_003711585.2	Larimichthys_crocea	eukaryota_odb12	129	92.2	82.9	9.3	5.4	2.3	4	8	6	37	0	
04b7e8f4ab89e24787f7805113a94589	GCA_965178685.1	Bombus_monticola	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	0	0	1	1	0	
096d14a4070b566afb46cd7dd3e25a6b	GCA_040285465.1	NA	eukaryota_odb12	129	90.7	89.9	0.8	6.2	3.1	0	0	2	0	0	
0e1c5e6874392d1cbe713cf3fcc56b39	GCA_964659585.1	Natrix_maura	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0	0	23	7	6	0	
12a2c0ea275f1a655f0f881bf15f0fe1	GCA_900618445.1	NA	eukaryota_odb12	129	76.7	76.7	0.0	12.4	10.9	0	1	2	1	0	
0eaf16e26516a3f4a1beab71952716f7	GCF_902652985.1	NA	eukaryota_odb12	129	98.4	96.9	1.6	0.8	0.8	15	0	5	0	0	
16d8ca4cf464b496ca1acfd1d90cb5f0	GCA_942159475.1	Sthenelais_limicola	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8	0	0	14	10	0	
0e222a899eb6e6295faeb5433175a3df	GCF_017976375.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.0	0.8	23	1	0	0	0	
12ad39245ea32bf48c4c0166581938be	GCA_036851935.1	NA	eukaryota_odb12	129	96.1	58.9	37.2	2.3	1.6	0	1	20	10	4	
16dbe4b5ed12aec12f207889ad83c040	GCA_021527745.1	NA	eukaryota_odb12	129	96.9	93.0	3.9	1.6	1.6	0	0	1	2	0	
0986c6dd113a1c594d783113c4b36f18	GCA_000349185.1	Anopheles_arabiensis	eukaryota_odb12	129	96.9	96.9	0.0	0.8	2.3	0	0	1	1	0	
04c4d669c8fcc71ee74bdd97bdec8f85	GCA_964199575.1	NA	eukaryota_odb12	129	72.1	71.3	0.8	6.2	21.7	0	0	12	6	1	
0986f72af376ac0ec20739f76febe80b	GCA_021223915.1	NA	eukaryota_odb12	129	92.2	92.2	0.0	0.8	7.0	0	0	1	0	0	
16e8adb632eefc2d8a7be03573ef1cf9	GCA_932294295.1	Alitta_virens	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8	0	2	18	8	0	
04c6ce1dff3ed3c33d85b7f9870dd2a2	GCA_042034315.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.9	0.0	3.1	0.0	84	25	7	4	12	
0e29419fcf8b9b1af3a9897a2b2b0876	GCA_042031355.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	
16ee03b41fbe87aa6936e29d0256e418	GCF_022837055.1	NA	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0	20	5	0	0	2	
098beb88b5184f6614710a7411578be3	GCA_000703405.1	NA	eukaryota_odb12	129	64.3	64.3	0.0	19.4	16.3	0	3	4	1	0	
12b59f75fef470207bef5264ce871525	GCF_031753505.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0	27	1	0	0	0	
132780d2d01ceb343869f0bf0ab84ac7	GCA_015679415.1	NA	eukaryota_odb12	129	96.1	93.0	3.1	1.6	2.3	0	0	0	0	1	
0078cce6de53e616127d4eb3a617229f	GCA_963681285.1	NA	eukaryota_odb12	129	94.6	93.8	0.8	3.1	2.3	0	0	1	1	1	
132b83f45beb0dae235dd5c70a255a62	GCA_963988835.2	NA	eukaryota_odb12	129	10.9	0.8	10.1	11.6	77.5	0	0	2	0	0	
1331895991a4967dee2d0f5947184d93	GCA_000256725.2	NA	eukaryota_odb12	129	55.0	54.3	0.8	21.7	23.3	0	0	1	0	0	
0555e86a64a67f1a199660a60ff578fe	GCF_016432855.1	NA	eukaryota_odb12	129	95.3	51.9	43.4	2.3	2.3	24	0	2	0	0	
13320b42a9a448573e07b79bce74ed69	GCA_036939945.2	NA	eukaryota_odb12	129	71.3	70.5	0.8	17.8	10.9	0	0	9	4	0	
00157459ea19ced4ee8ed4548735ecbc	GCF_029169275.1	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	1	0	0	0	0	
04d2671423ddbd6e01baff039495c2ea	GCA_964199755.1	Larus_michahellis	eukaryota_odb12	129	97.7	96.1	1.6	0.8	1.6	0	3	6	5	4	
09a1fe18dfc2d04bef1fc651894d2ec4	GCA_051621095.1	NA	eukaryota_odb12	129	86.8	86.0	0.8	10.9	2.3	0	0	2	2	1	
12c6da6eb6a7e6430133fcc29ee9e2da	GCF_943734695.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	2	0	0	0	0	
05583a32739ec3d04ba999320de01df7	GCA_009667805.1	Leptobrachium_leishanense	eukaryota_odb12	129	96.1	93.8	2.3	3.1	0.8	0	8	16	4	0	
009685c1a3b3f19bcf34c39359e0336a	GCA_944319705.1	Tiphia_femorata	eukaryota_odb12	129	93.0	90.7	2.3	0.8	6.2	0	0	1	1	0	
0a234fd1028795af612f70aef449aa35	GCF_013141755.1	NA	eukaryota_odb12	129	99.2	95.3	3.9	0.0	0.8	1	0	0	0	0	
0ed8f78df9ad4332d60c8f2421fb77fc	GCF_033026475.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	40	0	0	0	1	
1359f03fbeb45413bb3a64e3912d170e	GCA_009078355.1	NA	eukaryota_odb12	129	95.3	94.6	0.8	3.1	1.6	0	0	12	8	3	
00a9339b4aa6da13837e8cc8c03a0e7c	GCF_947461875.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	25	0	0	0	0	
0a3c5b2898d8d91aea3aab875396e22f	GCF_001949145.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	18	0	2	1	1	
00b1aadbd03a81f7dc84d7f86543bbbf	GCA_013400655.1	NA	eukaryota_odb12	129	44.2	44.2	0.0	30.2	25.6	1	1	7	1	0	
0567480dc0c2122d72debbd101cef467	GCA_946808225.1	Silurus_aristotelis	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	1	4	8	41	1	
0ef237c0b14b36ef4212793ce6864ee0	GCF_023699985.2	NA	eukaryota_odb12	129	99.2	96.9	2.3	0.8	0.0	27	3	0	0	0	
1365a58463a51b743ee80c17c7a02ae9	GCF_016746395.2	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.0	0.8	2	0	0	0	0	
056a69ca730623192697d447b00d54bc	GCA_046562895.1	NA	eukaryota_odb12	129	98.4	97.7	0.8	1.6	0.0	24	5	0	0	0	
0ef94211ee20b74a56e01782fdde6680	GCF_001952655.1	NA	eukaryota_odb12	129	96.1	96.1	0.0	2.3	1.6	32	0	5	0	0	
1368667088bcd70a1acbf226c12b455a	GCF_002220235.1	NA	eukaryota_odb12	129	74.4	72.9	1.6	6.2	19.4	0	1	13	3	1	
0a480fa7b585c0a55a39a6898ca539e6	GCA_963082525.1	Nesoenas_mayeri	eukaryota_odb12	129	95.3	95.3	0.0	3.1	1.6	0	2	5	10	1	
0017e6470a1ce7726f1883b6c7952f84	GCA_963969325.1	Lycopodina_hypogea	eukaryota_odb12	129	66.7	64.3	2.3	27.9	5.4	0	2	9	2	2	
09a4a893402a53353fa7e9440e6b5d94	GCA_029465975.1	Dallia_pectoralis	eukaryota_odb12	129	96.9	94.6	2.3	1.6	1.6	0	2	13	12	2	
0e46e2db72c53749aa8faf8f2f14913d	GCA_013401275.1	NA	eukaryota_odb12	129	55.0	55.0	0.0	25.6	19.4	0	1	7	2	1	
12c72cc20f4f6928a9a847b89e0fdbc7	GCF_018152115.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.0	1.6	2	0	0	0	2	
00bc29e77e4813d3f3cb4d0b0852899b	GCA_042077765.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	
